timestamp,zip_code,latitude,longitude,city,state,county,water_quality,air_quality_index
2018-01-01T21:21:12.198Z,685,18.3236,-66.972227,San Sebastian,PR,San Sebastian,73,14
2018-01-01T07:24:55.560Z,687,18.316976,-66.415207,Morovis,PR,Morovis,408,29
2018-01-01T04:47:11.390Z,688,18.429675,-66.674506,Sabana Hoyos,PR,Arecibo,15,25
2018-01-01T02:11:35.566Z,690,18.476196,-67.139597,San Antonio,PR,Aguadilla,170,26
2018-01-01T11:43:31.528Z,692,18.435818,-66.338523,Vega Alta,PR,Vega Alta,353,21
2018-01-01T18:55:51.557Z,693,18.443109,-66.398302,Vega Baja,PR,Vega Baja,169,36
2018-01-01T10:08:30.482Z,694,18.443109,-66.398302,Vega Baja,PR,Vega Baja,522,19
2018-01-01T05:58:51.423Z,698,18.06104,-66.861164,Yauco,PR,Yauco,469,12
2018-01-01T17:51:45.753Z,703,18.250398,-66.12845,Aguas Buenas,PR,Aguas Buenas,84,28
2018-01-01T03:23:17.748Z,704,17.99229,-66.139253,Aguirre,PR,Guayama,417,21
2018-01-01T21:50:36.296Z,705,18.128092,-66.268717,Aibonito,PR,Aibonito,224,10
2018-01-01T06:27:10.241Z,707,18.007014,-65.898719,Maunabo,PR,Maunabo,401,33
2018-01-01T04:58:18.564Z,714,17.96751,-66.04138,Arroyo,PR,Arroyo,324,36
2018-01-01T00:11:31.502Z,715,18.011854,-66.563721,Mercedita,PR,Ponce,118,28
2018-01-01T20:35:38.654Z,716,18.001995,-66.607429,Ponce,PR,Ponce,374,32
2018-01-01T04:35:50.824Z,717,18.001995,-66.607429,Ponce,PR,Ponce,111,18
2018-01-01T17:10:40.487Z,718,18.22139,-65.77831,Naguabo,PR,Naguabo,485,15
2018-01-01T07:41:12.856Z,719,18.298017,-66.229751,Naranjito,PR,Naranjito,430,26
2018-01-01T04:36:15.662Z,720,18.226862,-66.39402,Orocovis,PR,Orocovis,195,19
2018-01-01T00:03:05.330Z,721,18.364161,-65.778288,Palmer,PR,Rio Grande,569,14
2018-01-01T23:30:25.389Z,723,18.009994,-66.010572,Patillas,PR,Patillas,393,10
2018-01-01T22:29:35.413Z,725,18.212965,-66.058033,Caguas,PR,Caguas,582,19
2018-01-01T04:55:59.375Z,726,18.212965,-66.058033,Caguas,PR,Caguas,207,21
2018-01-01T02:18:42.849Z,727,18.212965,-66.058033,Caguas,PR,Caguas,318,23
2018-01-01T19:17:04.915Z,728,18.001995,-66.607429,Ponce,PR,Ponce,315,11
2018-01-01T05:32:38.121Z,729,18.333093,-65.883864,Canovanas,PR,Canovanas,272,14
2018-01-01T20:31:43.340Z,730,18.001995,-66.607429,Ponce,PR,Ponce,233,31
2018-01-01T14:14:48.415Z,731,18.03831,-66.626344,Ponce,PR,Ponce,104,10
2018-01-01T20:02:60.175Z,732,18.021781,-66.613742,Ponce,PR,Ponce,3,16
2018-01-01T17:37:49.328Z,733,18.019331,-66.619165,Ponce,PR,Ponce,217,11
2018-01-01T15:24:53.045Z,734,17.999499,-66.643934,Ponce,PR,Ponce,275,30
2018-01-01T06:27:59.018Z,735,18.264872,-65.594769,Ceiba,PR,Ceiba,63,30
2018-01-01T11:46:54.964Z,736,18.102967,-66.139274,Cayey,PR,Cayey,396,12
2018-01-01T14:29:39.990Z,737,18.102967,-66.139274,Cayey,PR,Cayey,577,24
2018-01-01T11:23:60.983Z,738,18.359381,-65.611361,Fajardo,PR,Fajardo,536,11
2018-01-01T07:40:03.741Z,739,18.181469,-66.169519,Cidra,PR,Cidra,202,13
2018-01-01T00:27:03.686Z,740,18.331958,-65.63878,Puerto Real,PR,Fajardo,277,39
2018-01-01T11:11:52.105Z,741,18.162156,-65.753485,Punta Santiago,PR,Humacao,426,33
2018-01-01T23:56:09.056Z,742,18.264872,-65.594769,Roosevelt Roads,PR,Ceiba,307,13
2018-01-01T09:19:44.903Z,744,18.206329,-65.743058,Rio Blanco,PR,Naguabo,411,37
2018-01-01T19:42:08.217Z,745,18.367347,-65.816583,Rio Grande,PR,Rio Grande,38,29
2018-01-01T23:25:09.244Z,751,17.99852,-66.264825,Salinas,PR,Salinas,524,39
2018-01-01T19:59:28.460Z,754,18.187584,-65.962389,San Lorenzo,PR,San Lorenzo,539,33
2018-01-01T07:20:08.578Z,757,17.991233,-66.395543,Santa Isabel,PR,Santa Isabel,405,30
2018-01-01T14:24:38.935Z,765,18.123347,-65.460356,Vieques,PR,Vieques,416,20
2018-01-01T17:46:59.000Z,766,18.120519,-66.496607,Villalba,PR,Villalba,51,14
2018-01-01T15:48:26.979Z,767,18.045522,-65.886988,Yabucoa,PR,Yabucoa,371,26
2018-01-01T01:22:15.823Z,769,18.095992,-66.35081,Coamo,PR,Coamo,45,27
2018-01-01T16:52:09.738Z,771,18.196576,-65.87197,Las Piedras,PR,Las Piedras,182,14
2018-01-01T19:47:22.809Z,772,18.447406,-65.899357,Loiza,PR,Loiza,563,38
2018-01-01T21:15:36.611Z,773,18.366027,-65.708138,Luquillo,PR,Luquillo,509,41
2018-01-01T09:36:34.518Z,775,18.323736,-65.296467,Culebra,PR,Culebra,294,17
2018-01-01T05:11:11.955Z,777,18.206489,-65.901774,Juncos,PR,Juncos,426,30
2018-01-01T14:21:31.601Z,778,18.259092,-65.974641,Gurabo,PR,Gurabo,270,28
2018-01-01T19:14:57.512Z,780,18.001995,-66.607429,Coto Laurel,PR,Ponce,533,36
2018-01-01T00:06:55.262Z,782,18.224958,-66.219885,Comerio,PR,Comerio,61,18
2018-01-01T17:42:36.754Z,783,18.304369,-66.330525,Corozal,PR,Corozal,342,25
2018-01-01T04:42:23.541Z,784,17.99229,-66.139253,Guayama,PR,Guayama,206,46
2018-01-01T22:27:55.299Z,785,18.018822,-66.795603,Guayama,PR,Guayanilla,108,14
2018-01-01T00:49:26.205Z,786,18.128092,-66.268717,La Plata,PR,Aibonito,187,32
2018-01-01T14:35:12.944Z,791,18.138029,-65.788499,Humacao,PR,Humacao,72,19
2018-01-01T07:39:20.039Z,792,18.138029,-65.788499,Humacao,PR,Humacao,49,32
2018-01-01T18:45:49.286Z,794,18.200898,-66.307236,Barranquitas,PR,Barranquitas,162,28
2018-01-01T08:14:57.895Z,795,17.997367,-66.493218,Juana Diaz,PR,Juana Diaz,503,22
2018-01-01T00:58:18.720Z,801,18.322285,-64.963715,St Thomas,VI,Saint Thomas,22,16
2018-01-01T10:50:34.072Z,802,18.322285,-64.963715,St Thomas,VI,Saint Thomas,415,37
2018-01-01T08:07:09.449Z,803,18.322285,-64.963715,St Thomas,VI,Saint Thomas,413,30
2018-01-01T07:16:04.029Z,804,18.322285,-64.963715,St Thomas,VI,Saint Thomas,527,40
2018-01-01T20:38:02.383Z,805,18.322285,-64.963715,St Thomas,VI,Saint Thomas,598,16
2018-01-01T07:40:32.622Z,820,17.734211,-64.734694,Christiansted,VI,Saint Croix,438,23
2018-01-01T15:24:60.606Z,821,17.734211,-64.734694,Christiansted,VI,Saint Croix,424,29
2018-01-01T18:31:01.869Z,822,17.734211,-64.734694,Christiansted,VI,Saint Croix,578,25
2018-01-01T22:43:22.024Z,823,17.734211,-64.734694,Christiansted,VI,Saint Croix,409,27
2018-01-01T23:35:54.257Z,824,17.734211,-64.734694,Christiansted,VI,Saint Croix,82,24
2018-01-01T04:20:06.951Z,830,18.32816,-64.740737,St John,VI,Saint John,566,36
2018-01-01T04:31:26.015Z,831,18.32816,-64.740737,St John,VI,Saint John,331,41
2018-01-01T05:07:12.919Z,840,17.734211,-64.734694,Frederiksted,VI,Saint Croix,265,32
2018-01-01T20:05:41.622Z,841,17.734211,-64.734694,Frederiksted,VI,Saint Croix,566,22
2018-01-01T00:19:20.725Z,850,17.734211,-64.734694,Kingshill,VI,Saint Croix,160,13
2018-01-01T20:54:50.839Z,851,17.734211,-64.734694,Kingshill,VI,Saint Croix,23,38
2018-01-01T23:56:37.395Z,901,18.465901,-66.103568,San Juan,PR,San Juan,310,21
2018-01-01T00:34:21.948Z,902,18.410462,-66.060533,San Juan,PR,San Juan,324,15
2018-01-01T12:07:54.404Z,906,18.410462,-66.060533,San Juan,PR,San Juan,241,13
2018-01-01T21:55:24.704Z,907,18.451647,-66.077003,San Juan,PR,San Juan,14,25
2018-01-01T14:40:17.478Z,908,18.410462,-66.060533,San Juan,PR,San Juan,29,12
2018-01-01T11:04:43.130Z,909,18.443384,-66.068133,San Juan,PR,San Juan,595,36
2018-01-01T16:05:37.802Z,910,18.410462,-66.060533,San Juan,PR,San Juan,139,10
2018-01-01T02:08:57.811Z,911,18.450828,-66.057859,San Juan,PR,San Juan,566,38
2018-01-01T00:46:37.708Z,912,18.444187,-66.059859,San Juan,PR,San Juan,424,40
2018-01-01T19:13:12.769Z,913,18.450735,-66.043352,San Juan,PR,San Juan,112,16
2018-01-01T02:47:50.440Z,914,18.410462,-66.060533,San Juan,PR,San Juan,477,14
2018-01-01T06:43:43.797Z,915,18.437896,-66.048087,San Juan,PR,San Juan,511,18
2018-01-01T17:50:55.834Z,916,18.410462,-66.060533,San Juan,PR,San Juan,406,24
2018-01-01T23:04:38.804Z,917,18.422018,-66.050602,San Juan,PR,San Juan,522,23
2018-01-01T09:53:31.277Z,918,18.419069,-66.062319,San Juan,PR,San Juan,191,26
2018-01-01T05:29:37.527Z,919,18.410462,-66.060533,San Juan,PR,San Juan,522,40
2018-01-01T03:25:19.283Z,920,18.406808,-66.091885,San Juan,PR,San Juan,476,15
2018-01-01T01:12:06.181Z,921,18.390429,-66.066124,San Juan,PR,San Juan,219,14
2018-01-01T13:57:09.049Z,922,18.410462,-66.060533,San Juan,PR,San Juan,502,13
2018-01-01T08:21:44.041Z,923,18.410775,-66.036708,San Juan,PR,San Juan,479,39
2018-01-01T08:05:46.239Z,924,18.396392,-66.01146,San Juan,PR,San Juan,380,32
2018-01-01T20:14:59.725Z,925,18.401055,-66.049773,San Juan,PR,San Juan,27,13
2018-01-01T02:02:18.470Z,926,18.369376,-66.062804,San Juan,PR,San Juan,255,22
2018-01-01T08:45:52.782Z,927,18.385174,-66.071959,San Juan,PR,San Juan,142,23
2018-01-01T12:36:14.048Z,928,18.410462,-66.060533,San Juan,PR,San Juan,468,11
2018-01-01T02:45:48.248Z,929,18.410462,-66.060533,San Juan,PR,San Juan,248,15
2018-01-01T06:19:51.992Z,930,18.410462,-66.060533,San Juan,PR,San Juan,239,25
2018-01-01T02:07:49.172Z,931,18.410462,-66.060533,San Juan,PR,San Juan,237,22
2018-01-01T12:38:35.897Z,933,18.410462,-66.060533,San Juan,PR,San Juan,273,28
2018-01-01T17:01:23.164Z,934,18.34487,-66.166014,Fort Buchanan,PR,Bayamon,268,29
2018-01-01T02:50:43.452Z,935,18.410462,-66.060533,San Juan,PR,San Juan,452,35
2018-01-01T17:46:12.923Z,936,18.410462,-66.060533,San Juan,PR,San Juan,198,30
2018-01-01T12:40:03.468Z,937,18.410462,-66.060533,San Juan,PR,San Juan,125,17
2018-01-01T08:03:45.282Z,938,18.410462,-66.060533,San Juan,PR,San Juan,1,11
2018-01-01T02:05:15.653Z,939,18.410462,-66.060533,San Juan,PR,San Juan,586,47
2018-01-01T14:12:20.549Z,940,18.410462,-66.060533,San Juan,PR,San Juan,350,22
2018-01-01T21:25:55.504Z,949,18.431911,-66.199692,Toa Baja,PR,Toa Baja,389,27
2018-01-01T02:51:20.325Z,950,18.457761,-66.196503,Toa Baja,PR,Toa Baja,490,14
2018-01-01T09:04:35.202Z,951,18.457761,-66.196503,Toa Baja,PR,Toa Baja,91,14
2018-01-01T16:27:02.419Z,952,18.457761,-66.196503,Sabana Seca,PR,Toa Baja,122,12
2018-01-01T12:59:03.309Z,953,18.356795,-66.25701,Toa Alta,PR,Toa Alta,542,23
2018-01-01T14:29:12.731Z,954,18.358939,-66.258108,Toa Alta,PR,Toa Alta,154,11
2018-01-01T05:12:09.901Z,955,18.410462,-66.060533,San Juan,PR,San Juan,540,20
2018-01-01T23:43:30.287Z,956,18.326702,-66.174176,Bayamon,PR,Bayamon,429,45
2018-01-01T20:33:10.654Z,957,18.366645,-66.183907,Bayamon,PR,Bayamon,3,29
2018-01-01T04:37:60.337Z,958,18.34487,-66.166014,Bayamon,PR,Bayamon,170,40
2018-01-01T19:54:51.064Z,959,18.387058,-66.159044,Bayamon,PR,Bayamon,567,33
2018-01-01T11:48:50.691Z,960,18.34487,-66.166014,Bayamon,PR,Bayamon,253,19
2018-01-01T11:14:59.843Z,961,18.413195,-66.168651,Bayamon,PR,Bayamon,86,35
2018-01-01T07:19:58.211Z,962,18.437644,-66.140407,Catano,PR,Catano,472,19
2018-01-01T11:34:38.140Z,963,18.443217,-66.139293,Catano,PR,Catano,106,44
2018-01-01T04:06:06.448Z,965,18.428784,-66.11539,Guaynabo,PR,Guaynabo,0,24
2018-01-01T18:28:33.707Z,966,18.396815,-66.114889,Guaynabo,PR,Guaynabo,257,49
2018-01-01T23:02:10.593Z,968,18.410462,-66.060533,Guaynabo,PR,San Juan,254,25
2018-01-01T23:26:12.854Z,969,18.362322,-66.113729,Guaynabo,PR,Guaynabo,11,39
2018-01-01T14:21:50.311Z,970,18.359143,-66.112295,Guaynabo,PR,Guaynabo,386,31
2018-01-01T00:35:37.968Z,971,18.30942,-66.113606,Guaynabo,PR,Guaynabo,114,10
2018-01-01T03:41:46.033Z,975,18.410462,-66.060533,San Juan,PR,San Juan,350,44
2018-01-01T17:22:43.025Z,976,18.338133,-65.989229,Trujillo Alto,PR,Trujillo Alto,65,27
2018-01-01T18:56:32.902Z,977,18.337004,-65.990099,Trujillo Alto,PR,Trujillo Alto,283,40
2018-01-01T16:02:27.698Z,978,18.337004,-65.990099,Saint Just Contract,PR,Trujillo Alto,414,21
2018-01-01T10:51:11.378Z,979,18.410462,-66.060533,Carolina,PR,San Juan,40,24
2018-01-01T20:53:42.054Z,981,18.410462,-66.060533,Carolina,PR,San Juan,385,28
2018-01-01T22:50:09.944Z,982,18.410462,-66.060533,Carolina,PR,San Juan,520,17
2018-01-01T12:27:15.297Z,983,18.413452,-65.977659,Carolina,PR,Carolina,401,12
2018-01-01T22:20:48.218Z,984,18.393355,-65.972495,Carolina,PR,Carolina,331,28
2018-01-01T16:56:16.422Z,985,18.345741,-65.93888,Carolina,PR,Carolina,137,25
2018-01-01T00:57:48.698Z,986,18.393355,-65.972495,Carolina,PR,Carolina,36,30
2018-01-01T10:42:26.313Z,987,18.373466,-65.959932,Carolina,PR,Carolina,414,16
2018-01-01T10:36:56.077Z,988,18.393355,-65.972495,Carolina,PR,Carolina,308,31
2018-01-01T03:21:20.221Z,1001,42.140549,-72.788661,Agawam,MA,Hampden,442,20
2018-01-01T15:08:39.927Z,1002,42.367092,-72.464571,Amherst,MA,Hampshire,377,37
2018-01-01T01:46:54.097Z,1003,42.369562,-72.63599,Amherst,MA,Hampshire,252,42
2018-01-01T15:04:18.277Z,1004,42.384494,-72.513183,Amherst,MA,Hampshire,271,40
2018-01-01T05:25:11.635Z,1005,42.32916,-72.139465,Barre,MA,Worcester,365,34
2018-01-01T16:04:18.180Z,1007,42.280267,-72.402056,Belchertown,MA,Hampshire,61,30
2018-01-01T01:04:02.249Z,1008,42.177833,-72.958359,Blandford,MA,Hampden,397,19
2018-01-01T12:23:11.765Z,1009,42.206092,-72.340486,Bondsville,MA,Hampden,477,19
2018-01-01T05:60:17.892Z,1010,42.108585,-72.20448,Brimfield,MA,Hampden,458,38
2018-01-01T19:48:10.364Z,1011,42.294259,-72.952776,Chester,MA,Hampden,153,29
2018-01-01T21:57:32.633Z,1012,42.392274,-72.825607,Chesterfield,MA,Hampshire,478,32
2018-01-01T03:08:26.031Z,1013,42.161492,-72.667341,Chicopee,MA,Hampden,131,45
2018-01-01T11:25:10.347Z,1014,42.170731,-72.604842,Chicopee,MA,Hampden,291,15
2018-01-01T03:56:51.371Z,1020,42.177492,-72.562563,Chicopee,MA,Hampden,137,12
2018-01-01T11:30:24.901Z,1021,42.170731,-72.604842,Chicopee,MA,Hampden,294,30
2018-01-01T05:39:04.704Z,1022,42.193392,-72.55436,Chicopee,MA,Hampden,187,32
2018-01-01T10:38:54.964Z,1026,42.428617,-72.909841,Cummington,MA,Hampshire,472,32
2018-01-01T12:28:04.174Z,1027,42.368303,-72.768839,Easthampton,MA,Hampshire,478,43
2018-01-01T10:17:08.351Z,1028,42.062009,-72.49874,East Longmeadow,MA,Hampden,461,31
2018-01-01T08:39:19.399Z,1029,42.190904,-73.051661,East Otis,MA,Berkshire,591,20
2018-01-01T13:59:56.893Z,1030,42.189335,-72.79774,Feeding Hills,MA,Hampden,565,21
2018-01-01T23:53:11.733Z,1031,42.352554,-72.205724,Gilbertville,MA,Worcester,227,13
2018-01-01T01:58:50.686Z,1032,42.443837,-72.819446,Goshen,MA,Hampshire,215,34
2018-01-01T13:35:20.622Z,1033,42.262285,-72.504086,Granby,MA,Hampshire,347,25
2018-01-01T00:48:09.704Z,1034,42.112748,-72.952003,Granville,MA,Hampden,576,39
2018-01-01T20:41:46.589Z,1035,42.356804,-72.576613,Hadley,MA,Hampshire,47,11
2018-01-01T09:26:40.855Z,1036,42.067614,-72.417507,Hampden,MA,Hampden,489,16
2018-01-01T00:14:07.004Z,1037,42.347856,-72.225251,Hardwick,MA,Worcester,489,12
2018-01-01T06:04:35.989Z,1038,42.387269,-72.643081,Hatfield,MA,Hampshire,333,10
2018-01-01T12:51:57.775Z,1039,42.35641,-72.682127,Haydenville,MA,Hampshire,319,24
2018-01-01T04:21:52.718Z,1040,42.198291,-72.64207,Holyoke,MA,Hampden,47,14
2018-01-01T18:24:45.493Z,1041,42.170731,-72.604842,Holyoke,MA,Hampden,362,24
2018-01-01T20:08:49.035Z,1050,42.313427,-72.903677,Huntington,MA,Hampshire,99,31
2018-01-01T02:34:25.640Z,1053,42.353838,-72.704385,Leeds,MA,Hampshire,276,44
2018-01-01T08:52:33.907Z,1054,42.474681,-72.467543,Leverett,MA,Franklin,465,30
2018-01-01T17:33:32.268Z,1056,42.173276,-72.627038,Ludlow,MA,Hampden,439,18
2018-01-01T02:54:47.932Z,1057,42.095323,-72.282063,Monson,MA,Hampden,441,18
2018-01-01T17:49:60.073Z,1059,42.369562,-72.63599,North Amherst,MA,Hampshire,478,20
2018-01-01T20:48:27.309Z,1060,42.415154,-72.76927,Northampton,MA,Hampshire,214,33
2018-01-01T18:54:17.775Z,1061,42.369562,-72.63599,Northampton,MA,Hampshire,525,27
2018-01-01T16:28:42.984Z,1062,42.328838,-72.845227,Florence,MA,Hampshire,156,38
2018-01-01T07:28:18.555Z,1063,42.317939,-72.640234,Northampton,MA,Hampshire,395,27
2018-01-01T11:52:36.887Z,1066,42.406697,-72.633901,North Hatfield,MA,Hampshire,421,26
2018-01-01T06:10:16.116Z,1068,42.346144,-72.058847,Oakham,MA,Worcester,427,28
2018-01-01T22:35:26.831Z,1069,42.176131,-72.31457,Palmer,MA,Hampden,158,39
2018-01-01T08:40:14.074Z,1070,42.448984,-72.958397,Plainfield,MA,Hampshire,458,10
2018-01-01T23:60:29.226Z,1071,42.177432,-72.864558,Russell,MA,Hampden,171,38
2018-01-01T09:46:32.544Z,1072,42.471562,-72.44017,Shutesbury,MA,Franklin,300,27
2018-01-01T22:27:41.945Z,1073,42.230008,-72.728463,Southampton,MA,Hampshire,587,32
2018-01-01T00:45:57.966Z,1074,42.375998,-72.149388,South Barre,MA,Worcester,61,32
2018-01-01T01:46:24.230Z,1075,42.24984,-72.58152,South Hadley,MA,Hampshire,486,32
2018-01-01T09:39:10.769Z,1077,42.066644,-72.541205,Southwick,MA,Hampden,583,18
2018-01-01T08:30:58.067Z,1079,42.192892,-72.329574,Thorndike,MA,Hampden,82,32
2018-01-01T09:10:56.181Z,1080,42.179805,-72.517813,Three Rivers,MA,Hampden,280,35
2018-01-01T09:10:39.640Z,1081,42.061948,-72.213598,Wales,MA,Hampden,67,33
2018-01-01T21:34:37.396Z,1082,42.377471,-72.548549,Ware,MA,Hampshire,17,31
2018-01-01T16:25:37.318Z,1083,42.204027,-72.199439,Warren,MA,Worcester,196,21
2018-01-01T09:31:51.714Z,1084,42.390303,-72.870857,West Chesterfield,MA,Hampshire,48,17
2018-01-01T20:28:14.504Z,1085,42.14869,-72.501887,Westfield,MA,Hampden,529,21
2018-01-01T13:06:04.798Z,1086,42.173428,-72.847964,Westfield,MA,Hampden,102,28
2018-01-01T04:40:32.502Z,1088,42.390583,-72.646894,West Hatfield,MA,Hampshire,554,20
2018-01-01T14:20:50.622Z,1089,42.125793,-72.645334,West Springfield,MA,Hampden,84,32
2018-01-01T12:55:52.199Z,1090,42.170731,-72.604842,West Springfield,MA,Hampden,565,12
2018-01-01T01:26:49.777Z,1092,42.202887,-72.229025,West Warren,MA,Worcester,482,23
2018-01-01T00:19:28.616Z,1093,42.442673,-72.652511,Whately,MA,Franklin,291,10
2018-01-01T09:36:58.422Z,1094,42.358201,-72.140846,Wheelwright,MA,Worcester,387,36
2018-01-01T03:32:38.802Z,1095,42.125974,-72.489988,Wilbraham,MA,Hampden,346,22
2018-01-01T21:44:35.317Z,1096,42.413069,-72.821653,Williamsburg,MA,Hampshire,381,11
2018-01-01T10:28:05.373Z,1097,42.161743,-72.845912,Woronoco,MA,Hampden,425,13
2018-01-01T17:11:18.998Z,1098,42.40494,-72.896133,Worthington,MA,Hampshire,323,26
2018-01-01T00:10:42.202Z,1101,42.170731,-72.604842,Springfield,MA,Hampden,181,11
2018-01-01T13:23:52.284Z,1102,42.170731,-72.604842,Springfield,MA,Hampden,437,44
2018-01-01T02:59:23.063Z,1103,42.103044,-72.590783,Springfield,MA,Hampden,345,20
2018-01-01T11:46:53.262Z,1104,42.128605,-72.567966,Springfield,MA,Hampden,584,32
2018-01-01T00:58:53.559Z,1105,42.099793,-72.577732,Springfield,MA,Hampden,224,19
2018-01-01T08:36:54.784Z,1106,42.049194,-72.567882,Longmeadow,MA,Hampden,566,13
2018-01-01T15:26:41.963Z,1107,42.126237,-72.586733,Springfield,MA,Hampden,176,17
2018-01-01T11:10:03.532Z,1108,42.080594,-72.558081,Springfield,MA,Hampden,369,38
2018-01-01T04:07:44.314Z,1109,42.119293,-72.548981,Springfield,MA,Hampden,552,29
2018-01-01T23:57:06.694Z,1111,42.170731,-72.604842,Springfield,MA,Hampden,249,19
2018-01-01T16:49:23.736Z,1114,42.170731,-72.604842,Springfield,MA,Hampden,463,36
2018-01-01T16:19:34.578Z,1115,42.102894,-72.591633,Springfield,MA,Hampden,18,17
2018-01-01T17:28:37.061Z,1116,42.170731,-72.604842,Longmeadow,MA,Hampden,186,34
2018-01-01T15:02:05.169Z,1118,42.093894,-72.523227,Springfield,MA,Hampden,218,18
2018-01-01T22:29:57.156Z,1119,42.124943,-72.526705,Springfield,MA,Hampden,383,44
2018-01-01T07:60:13.260Z,1128,42.094616,-72.487229,Springfield,MA,Hampden,290,27
2018-01-01T20:30:07.984Z,1129,42.124485,-72.489479,Springfield,MA,Hampden,520,30
2018-01-01T08:44:54.646Z,1133,42.170731,-72.604842,Springfield,MA,Hampden,367,47
2018-01-01T11:28:29.804Z,1138,42.170731,-72.604842,Springfield,MA,Hampden,435,37
2018-01-01T13:31:34.667Z,1139,42.170731,-72.604842,Springfield,MA,Hampden,63,35
2018-01-01T03:37:43.151Z,1144,42.101796,-72.59151,Springfield,MA,Hampden,82,29
